title,description,published date,url,publisher,sentiment_score,sentiment_probs
"Meta Disputes Report It Halted Work on AR, VR Operating System - Bloomberg","Meta Disputes Report It Halted Work on AR, VR Operating System  Bloomberg",2022-01-05,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTAxLTA1L21ldGEtc2F5cy1pdC1oYXNuLXQtaGFsdGVkLXdvcmstb24tYXItdnItb3BlcmF0aW5nLXN5c3RlbdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",1.0,"[[0.00060926383594051, 0.9993376135826111, 5.3087325795786455e-05]]"
Meta has reportedly dropped its Secretive OS development for MR Headsets and other Future Device - Patently Apple,Meta has reportedly dropped its Secretive OS development for MR Headsets and other Future Device  Patently Apple,2022-01-05,https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5wYXRlbnRseWFwcGxlLmNvbS8yMDIyLzAxL21ldGEtaGFzLXJlcG9ydGVkbHktZHJvcHBlZC1pdHMtc2VjcmV0aXZlLW9zLWRldmVsb3BtZW50LWZvci1tci1oZWFkc2V0cy1hbmQtb3RoZXItZnV0dXJlLWRldmljZS5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.patentlyapple.com', 'title': 'Patently Apple'}",0.0,"[[0.6956565380096436, 0.3036743998527527, 0.0006689651636406779]]"
Hyundai Motor and Unity Partner to Build Meta-Factory Accelerating Intelligent Manufacturing Innovation - PR Newswire,Hyundai Motor and Unity Partner to Build Meta-Factory Accelerating Intelligent Manufacturing Innovation  PR Newswire,2022-01-06,https://news.google.com/rss/articles/CBMinwFodHRwczovL3d3dy5wcm5ld3N3aXJlLmNvbS9uZXdzLXJlbGVhc2VzL2h5dW5kYWktbW90b3ItYW5kLXVuaXR5LXBhcnRuZXItdG8tYnVpbGQtbWV0YS1mYWN0b3J5LWFjY2VsZXJhdGluZy1pbnRlbGxpZ2VudC1tYW51ZmFjdHVyaW5nLWlubm92YXRpb24tMzAxNDU1MzIyLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.prnewswire.com', 'title': 'PR Newswire'}",2.0,"[[0.0005740897031500936, 0.4765937924385071, 0.5228320956230164]]"
NSO Loses Latest Challenge to Meta Lawsuit Over WhatsApp Spyware - Bloomberg Law,NSO Loses Latest Challenge to Meta Lawsuit Over WhatsApp Spyware  Bloomberg Law,2022-01-06,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vbmV3cy5ibG9vbWJlcmdsYXcuY29tL3ByaXZhY3ktYW5kLWRhdGEtc2VjdXJpdHkvbnNvLWxvc2VzLWxhdGVzdC1jaGFsbGVuZ2UtdG8tbWV0YS1sYXdzdWl0LW92ZXItd2hhdHNhcHAtc3B5d2FyZdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://news.bloomberglaw.com', 'title': 'Bloomberg Law'}",0.0,"[[0.9947167038917542, 0.0015402673743665218, 0.0037430678494274616]]"
Introducing Privacy Center - Meta Store,Introducing Privacy Center  Meta Store,2022-01-07,https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wMS9pbnRyb2R1Y2luZy1wcml2YWN5LWNlbnRlci_SAUFodHRwczovL2Fib3V0LmZiLmNvbS9uZXdzLzIwMjIvMDEvaW50cm9kdWNpbmctcHJpdmFjeS1jZW50ZXIvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://about.fb.com', 'title': 'Meta Store'}",1.0,"[[5.745883026975207e-05, 0.9995772242546082, 0.0003653592721093446]]"
Timeline: From Facebook to Meta - Technology Magazine,Timeline: From Facebook to Meta  Technology Magazine,2022-01-07,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vdGVjaG5vbG9neW1hZ2F6aW5lLmNvbS9kaWdpdGFsLXRyYW5zZm9ybWF0aW9uL3RpbWVsaW5lLWZhY2Vib29rLW1ldGHSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://technologymagazine.com', 'title': 'Technology Magazine'}",2.0,"[[0.00020367273828014731, 0.0016327037010341883, 0.998163640499115]]"
Comparative accuracy of cervical cancer screening strategies in healthy asymptomatic women: a systematic review ... - Nature.com,Comparative accuracy of cervical cancer screening strategies in healthy asymptomatic women: a systematic review ...  Nature.com,2022-01-07,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTk4LTAyMS0wNDIwMS150gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nature.com', 'title': 'Nature.com'}",1.0,"[[5.6191562180174515e-05, 0.9997722506523132, 0.00017154488887172192]]"
Facebook’s new Privacy Center shows you settings and info on how to use them - The Verge,Facebook’s new Privacy Center shows you settings and info on how to use them  The Verge,2022-01-07,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIyLzEvNy8yMjg3MjM1MS9tZXRhLWZhY2Vib29rLXByaXZhY3ktY2VudGVyLWRlZmF1bHRzLWVkdWNhdGlvbi1jb250cm9sc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}",1.0,"[[8.051284385146573e-05, 0.9995114803314209, 0.00040800540591590106]]"
Facebook's Data Center Plans Rile Residents in the Netherlands - WIRED,Facebook's Data Center Plans Rile Residents in the Netherlands  WIRED,2022-01-07,https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS9mYWNlYm9vay1kdXRjaC1kYXRhLWNlbnRlci_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.wired.com', 'title': 'WIRED'}",1.0,"[[0.016549520194530487, 0.9682446122169495, 0.015205846168100834]]"
CES 2022: Hyundai entering the matrix with its first meta auto factory - TechHQ,CES 2022: Hyundai entering the matrix with its first meta auto factory  TechHQ,2022-01-07,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vdGVjaGhxLmNvbS8yMDIyLzAxL2Nlcy0yMDIyLWh5dW5kYWktZW50ZXJpbmctdGhlLW1hdHJpeC13aXRoLWl0cy1maXJzdC1tZXRhLWF1dG8tZmFjdG9yeS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://techhq.com', 'title': 'TechHQ'}",1.0,"[[9.042896999744698e-05, 0.9974831938743591, 0.0024264268577098846]]"
Mark Zuckerberg Sold Facebook Stock Nearly Every Weekday Last Year For Almost 11 Months - Forbes,Mark Zuckerberg Sold Facebook Stock Nearly Every Weekday Last Year For Almost 11 Months  Forbes,2022-01-06,https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL3JhY2hlbHNhbmRsZXIvMjAyMi8wMS8wNi9tYXJrLXp1Y2tlcmJlcmctc29sZC1mYWNlYm9vay1zdG9jay1uZWFybHktZXZlcnktd2Vla2RheS1sYXN0LXllYXItZm9yLWFsbW9zdC0xMS1tb250aHMv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.forbes.com', 'title': 'Forbes'}",1.0,"[[7.253538933582604e-05, 0.999783456325531, 0.0001440108026145026]]"
"Meta abandons its own Oculus Quest OS in favor of Android. For now, at least - Android Central","Meta abandons its own Oculus Quest OS in favor of Android. For now, at least  Android Central",2022-01-06,https://news.google.com/rss/articles/CBMiO2h0dHBzOi8vd3d3LmFuZHJvaWRjZW50cmFsLmNvbS9uZXctb2N1bHVzLXF1ZXN0LW9zLWNhbmNlbGVk0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.androidcentral.com', 'title': 'Android Central'}",1.0,"[[0.17290650308132172, 0.421996146440506, 0.40509742498397827]]"
Tony Xu Joins Meta Board of Directors - Meta Store,Tony Xu Joins Meta Board of Directors  Meta Store,2022-01-11,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wMS90b255LXh1LWpvaW5zLW1ldGEtYm9hcmQtb2YtZGlyZWN0b3JzL9IBTGh0dHBzOi8vYWJvdXQuZmIuY29tL25ld3MvMjAyMi8wMS90b255LXh1LWpvaW5zLW1ldGEtYm9hcmQtb2YtZGlyZWN0b3JzL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://about.fb.com', 'title': 'Meta Store'}",1.0,"[[0.00014645777991972864, 0.9963143467903137, 0.0035391750279814005]]"
Meta/Oculus expands in Seattle's stadium district as tech giants anticipate regional light rail - GeekWire,Meta/Oculus expands in Seattle's stadium district as tech giants anticipate regional light rail  GeekWire,2022-01-10,https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy5nZWVrd2lyZS5jb20vMjAyMi9tZXRhLW9jdWx1cy1leHBhbmRzLWluLXNlYXR0bGVzLXN0YWRpdW0tZGlzdHJpY3QtYXMtY29tcGFuaWVzLXN0YXJ0LXRvLWFudGljaXBhdGUtcmVnaW9uYWwtbGlnaHQtcmFpbC_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.geekwire.com', 'title': 'GeekWire'}",2.0,"[[0.0001579857780598104, 0.002182919764891267, 0.9976590871810913]]"
"Facebook's Meta Is Growing in Austin, Plans to Hire 400 - Built In Austin","Facebook's Meta Is Growing in Austin, Plans to Hire 400  Built In Austin",2022-01-10,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LmJ1aWx0aW5hdXN0aW4uY29tL2FydGljbGVzL21ldGEtbmV3LWF1c3Rpbi1vZmZpY2UtZmFjZWJvb2staGlyaW5nLTQwMNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.builtinaustin.com', 'title': 'Built In Austin'}",2.0,"[[0.00017077111988328397, 0.0020377065520733595, 0.9977915287017822]]"
UK data watchdog seeks talks with Meta over child protection concerns - The Guardian,UK data watchdog seeks talks with Meta over child protection concerns  The Guardian,2022-01-10,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMjIvamFuLzA5L3VrLWRhdGEtd2F0Y2hkb2ctc2Vla3MtdGFsa3Mtd2l0aC1tZXRhLW92ZXItY2hpbGQtcHJvdGVjdGlvbi1jb25jZXJuc9IBeGh0dHBzOi8vYW1wLnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMjIvamFuLzA5L3VrLWRhdGEtd2F0Y2hkb2ctc2Vla3MtdGFsa3Mtd2l0aC1tZXRhLW92ZXItY2hpbGQtcHJvdGVjdGlvbi1jb25jZXJucw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}",0.0,"[[0.603409469127655, 0.39100971817970276, 0.005580810829997063]]"
Judge says the FTC's Meta monopoly lawsuit can go forward - The Verge,Judge says the FTC's Meta monopoly lawsuit can go forward  The Verge,2022-01-11,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnRoZXZlcmdlLmNvbS8yMDIyLzEvMTEvMjI4Nzg4MDgvZnRjLW1ldGEtZmFjZWJvb2stbGF3c3VpdC1ydWxpbmctcmV2aXNlZC1jb21wbGFpbnQtZGlzY292ZXJ50gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theverge.com', 'title': 'The Verge'}",1.0,"[[0.015829842537641525, 0.7797539234161377, 0.20441624522209167]]"
"Meta, Formerly Facebook, Signs Big Office Lease in Texas - The Real Deal","Meta, Formerly Facebook, Signs Big Office Lease in Texas  The Real Deal",2022-01-10,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vdGhlcmVhbGRlYWwuY29tL25ldy15b3JrLzIwMjIvMDEvMTAvbWV0YS1nb2VzLW1lZ2Etb24tdGV4YXMtb2ZmaWNlLXNwYWNlL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://therealdeal.com', 'title': 'The Real Deal'}",2.0,"[[0.0002311818825546652, 0.0034288079477846622, 0.9963400363922119]]"
Meta eyes 2024 for move into 66-floor tower at Sixth and Guadalupe - Community Impact,Meta eyes 2024 for move into 66-floor tower at Sixth and Guadalupe  Community Impact,2022-01-11,https://news.google.com/rss/articles/CBMiiAFodHRwczovL2NvbW11bml0eWltcGFjdC5jb20vYXVzdGluL2NlbnRyYWwtYXVzdGluL2ltcGFjdHMvMjAyMi8wMS8xMC9tZXRhLWV5ZXMtMjAyNC1mb3ItbW92ZS1pbnRvLTY2LWZsb29yLXRvd2VyLWF0LXNpeHRoLWFuZC1ndWFkYWx1cGUv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://communityimpact.com', 'title': 'Community Impact'}",1.0,"[[6.802647840231657e-05, 0.9998760223388672, 5.594265530817211e-05]]"
"Meta-analysis of human prediction error for incentives, perception, cognition, and action | Neuropsychopharmacology - Nature.com","Meta-analysis of human prediction error for incentives, perception, cognition, and action | Neuropsychopharmacology  Nature.com",2022-01-11,https://news.google.com/rss/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxMzg2LTAyMS0wMTI2NC0z0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nature.com', 'title': 'Nature.com'}",1.0,"[[5.9144076658412814e-05, 0.9995410442352295, 0.0003998647734988481]]"
"Facebook Antitrust Suit Can Move Forward, Judge Says - The New York Times","Facebook Antitrust Suit Can Move Forward, Judge Says  The New York Times",2022-01-11,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMjIvMDEvMTEvdGVjaG5vbG9neS9mYWNlYm9vay1hbnRpdHJ1c3QtZnRjLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nytimes.com', 'title': 'The New York Times'}",1.0,"[[0.00020291110558900982, 0.9852631092071533, 0.014533920213580132]]"
Twitch TV Show 'Meta' Explained - GameRant,Twitch TV Show 'Meta' Explained  GameRant,2022-01-11,https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vZ2FtZXJhbnQuY29tL3R3aXRjaC10di1zaG93LW1ldGEtZXhwbGFpbmVkLWRtY2Ev0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://gamerant.com', 'title': 'GameRant'}",1.0,"[[0.0007456861203536391, 0.9904428124427795, 0.00881149061024189]]"
"Lawsuit aiming to break up Facebook group Meta can go ahead, US court rules - The Guardian","Lawsuit aiming to break up Facebook group Meta can go ahead, US court rules  The Guardian",2022-01-12,https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMjIvamFuLzEyL2xhd3N1aXQtYWltaW5nLXRvLWJyZWFrLXVwLWZhY2Vib29rLWdyb3VwLW1ldGEtY2FuLWdvLWFoZWFkLXVzLWNvdXJ0LXJ1bGVz0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.theguardian.com', 'title': 'The Guardian'}",2.0,"[[0.0027233620639890432, 0.3361871540546417, 0.6610894799232483]]"
"The Ares meta is so overpowered, Valorant pro players are spamming it - ONE Esports","The Ares meta is so overpowered, Valorant pro players are spamming it  ONE Esports",2022-01-12,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3Lm9uZWVzcG9ydHMuZ2cvdmFsb3JhbnQvYXJlcy1tZXRhLW92ZXJwb3dlcmVkLXNwYW1taW5nLWl0L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.oneesports.gg', 'title': 'ONE Esports'}",2.0,"[[0.0001840298209572211, 0.0018360621761530638, 0.9979799389839172]]"
