title,description,published date,url,publisher
Nvidia Omniverse: 14 Things for NVDA Stock Investors to Know About the Metaverse Project - InvestorPlace,Nvidia Omniverse: 14 Things for NVDA Stock Investors to Know About the Metaverse Project  InvestorPlace,2022-01-04,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vaW52ZXN0b3JwbGFjZS5jb20vMjAyMi8wMS9udmlkaWEtb21uaXZlcnNlLTE0LXRoaW5ncy1mb3ItbnZkYS1zdG9jay1pbnZlc3RvcnMtdG8ta25vdy1hYm91dC10aGUtbWV0YXZlcnNlLXByb2plY3Qv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://investorplace.com', 'title': 'InvestorPlace'}"
Could Marvell Technology Become the Next Nvidia? - The Motley Fool,Could Marvell Technology Become the Next Nvidia?  The Motley Fool,2022-01-04,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIyLzAxLzA0L2NvdWxkLW1hcnZlbGwtdGVjaG5vbG9neS1iZWNvbWUtdGhlLW5leHQtbnZpZGlhL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}"
"Nvidia's Bull Run May Continue, But Micron Is A Better Pick - Seeking Alpha","Nvidia's Bull Run May Continue, But Micron Is A Better Pick  Seeking Alpha",2022-01-04,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vc2Vla2luZ2FscGhhLmNvbS9hcnRpY2xlLzQ0Nzc5NDAtbnZpZGlhLW52ZGEtbXUtYnVsbC1ydW4tbWF5LWNvbnRpbnVlLW1pY3Jvbi1iZXR0ZXItcGlja9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://seekingalpha.com', 'title': 'Seeking Alpha'}"
NVIDIA's (NVDA) DRIVE Orin SoC to Power TuSimple's ADC Unit - Yahoo Finance,NVIDIA's (NVDA) DRIVE Orin SoC to Power TuSimple's ADC Unit  Yahoo Finance,2022-01-05,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9udmlkaWFzLW52ZGEtZHJpdmUtb3Jpbi1zb2MtMTU0NDAzMDk0Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
Is NVIDIA Still a Buy After Jumping 125% in 2021? - The Motley Fool,Is NVIDIA Still a Buy After Jumping 125% in 2021?  The Motley Fool,2022-01-04,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIyLzAxLzA0L2lzLW52aWRpYS1zdGlsbC1hLWJ1eS1hZnRlci1qdW1waW5nLTEyNS1pbi0yMDIxL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}"
"Nvidia's Gonna Give It To Ya, Ford's Lightning Bolts & Topps Of The Class - Banyan Hill Publishing","Nvidia's Gonna Give It To Ya, Ford's Lightning Bolts & Topps Of The Class  Banyan Hill Publishing",2022-01-04,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vYmFueWFuaGlsbC5jb20vbnZpZGlhLWZvcmQtbGlnaHRuaW5nLWJvbHRzLXRvcHBzLWNsYXNzL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://banyanhill.com', 'title': 'Banyan Hill Publishing'}"
Make a Move on Nvidia Stock While It Sits at November's Levels - Yahoo Finance,Make a Move on Nvidia Stock While It Sits at November's Levels  Yahoo Finance,2022-01-05,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9tb3ZlLW52aWRpYS1zdG9jay13aGlsZS1zaXRzLTE4MzcxOTQ5NC5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
Nvidia Extends TuSimple Partnership For Autonomous Trucking; Showcases Omniverse Plans - Yahoo News Canada,Nvidia Extends TuSimple Partnership For Autonomous Trucking; Showcases Omniverse Plans  Yahoo News Canada,2022-01-04,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vY2EubmV3cy55YWhvby5jb20vZmluYW5jZS9uZXdzL252aWRpYS1leHRlbmRzLXR1c2ltcGxlLXBhcnRuZXJzaGlwLWF1dG9ub21vdXMtMTk0MDUyMzcwLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://ca.news.yahoo.com', 'title': 'Yahoo News Canada'}"
NVIDIA's (NVDA) DRIVE Orin SoC to Power TuSimple's ADC Unit - Yahoo Finance,NVIDIA's (NVDA) DRIVE Orin SoC to Power TuSimple's ADC Unit  Yahoo Finance,2022-01-05,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9udmlkaWFzLW52ZGEtZHJpdmUtb3Jpbi1zb2MtMTU0NDAzMDk0Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
Make a Move on Nvidia Stock While It Sits at November's Levels - Yahoo Finance,Make a Move on Nvidia Stock While It Sits at November's Levels  Yahoo Finance,2022-01-05,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9tb3ZlLW52aWRpYS1zdG9jay13aGlsZS1zaXRzLTE4MzcxOTQ5NC5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
Nvidia Exploring Various Multi-Chip GPU Designs - Tom's Hardware,Nvidia Exploring Various Multi-Chip GPU Designs  Tom's Hardware,2022-01-07,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LnRvbXNoYXJkd2FyZS5jb20vbmV3cy9udmlkaWEtZXhwbG9yaW5nLXZhcmlvdXMtbXVsdGktY2hpcC1ncHUtZGVzaWduc9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.tomshardware.com', 'title': ""Tom's Hardware""}"
Nvidia Research Plots A Course To Multiple Multichip GPU Engines - The Next Platform,Nvidia Research Plots A Course To Multiple Multichip GPU Engines  The Next Platform,2022-01-06,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3Lm5leHRwbGF0Zm9ybS5jb20vMjAyMi8wMS8wNi9udmlkaWEtcmVzZWFyY2gtcGxvdHMtYS1jb3Vyc2UtdG8tbXVsdGlwbGUtbXVsdGljaGlwLWdwdS1lbmdpbmVzL9IBbWh0dHBzOi8vd3d3Lm5leHRwbGF0Zm9ybS5jb20vMjAyMi8wMS8wNi9udmlkaWEtcmVzZWFyY2gtcGxvdHMtYS1jb3Vyc2UtdG8tbXVsdGlwbGUtbXVsdGljaGlwLWdwdS1lbmdpbmVzL2FtcC8?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.nextplatform.com', 'title': 'The Next Platform'}"
NVIDIA Launches a Free Version of Omniverse for Creators - MUO - MakeUseOf,NVIDIA Launches a Free Version of Omniverse for Creators  MUO - MakeUseOf,2022-01-07,https://news.google.com/rss/articles/CBMiRGh0dHBzOi8vd3d3Lm1ha2V1c2VvZi5jb20vbnZpZGlhLWxhdW5jaGVzLWZyZWUtdmVyc2lvbi1vZi1vbW5pdmVyc2Uv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.makeuseof.com', 'title': 'MUO - MakeUseOf'}"
HP Z2 Mini G9 launches with Nvidia RTX A2000 GPU - Develop3D,HP Z2 Mini G9 launches with Nvidia RTX A2000 GPU  Develop3D,2022-01-07,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vZGV2ZWxvcDNkLmNvbS93b3Jrc3RhdGlvbnMvaHAtejItbWluaS1nOS1sYXVuY2hlcy13aXRoLW52aWRpYS1ydHgtYTIwMDAtZ3B1L9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://develop3d.com', 'title': 'Develop3D'}"
Nvidia's upgraded AI art tool turned my obscure squiggles into a masterpiece - PC Gamer,Nvidia's upgraded AI art tool turned my obscure squiggles into a masterpiece  PC Gamer,2022-01-06,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3LnBjZ2FtZXIuY29tL252aWRpYXMtdXBncmFkZWQtYWktYXJ0LXRvb2wtdHVybmVkLW15LW9ic2N1cmUtc3F1aWdnbGVzLWludG8tYS1tYXN0ZXJwaWVjZS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.pcgamer.com', 'title': 'PC Gamer'}"
NVIDIA Releases Omniverse Audio2Face 2021.3.2 - 80.lv,NVIDIA Releases Omniverse Audio2Face 2021.3.2  80.lv,2022-01-06,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vODAubHYvYXJ0aWNsZXMvbnZpZGlhLXJlbGVhc2VzLW9tbml2ZXJzZS1hdWRpbzJmYWNlLTIwMjEtMy0yL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://80.lv', 'title': '80.lv'}"
"CES 2022: AMD, Intel, and Nvidia make CPUs and GPUs buddy up - ZDNet","CES 2022: AMD, Intel, and Nvidia make CPUs and GPUs buddy up  ZDNet",2022-01-06,https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL2F0LWNlcy1jcHVzLWFuZC1ncHVzLWJ1ZGR5LXVwL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.zdnet.com', 'title': 'ZDNet'}"
Intel's take on Nvidia DLSS will benefit PCs more than its Arc GPUs - PCGamesN,Intel's take on Nvidia DLSS will benefit PCs more than its Arc GPUs  PCGamesN,2022-01-06,https://news.google.com/rss/articles/CBMiMWh0dHBzOi8vd3d3LnBjZ2FtZXNuLmNvbS9pbnRlbC9kbHNzLWdhbWluZy1wYy1ncHXSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.pcgamesn.com', 'title': 'PCGamesN'}"
Nvidia RTX 3090 Ti vs AMD Radeon RX 6900 XT: Who will win? - TrustedReviews,Nvidia RTX 3090 Ti vs AMD Radeon RX 6900 XT: Who will win?  TrustedReviews,2022-01-06,https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3LnRydXN0ZWRyZXZpZXdzLmNvbS92ZXJzdXMvbnZpZGlhLXJ0eC0zMDkwLXRpLXZzLWFtZC1yYWRlb24tcngtNjkwMC14dC13aG8td2lsbC13aW4tNDE5NDQ3M9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.trustedreviews.com', 'title': 'TrustedReviews'}"
"NVIDIA is offering a four-hour, self-paced course on MLOps - Analytics India Magazine","NVIDIA is offering a four-hour, self-paced course on MLOps  Analytics India Magazine",2022-01-06,https://news.google.com/rss/articles/CBMiWGh0dHBzOi8vYW5hbHl0aWNzaW5kaWFtYWcuY29tL252aWRpYS1pcy1vZmZlcmluZy1hLWZvdXItaG91ci1zZWxmLXBhY2VkLWNvdXJzZS1vbi1tbG9wcy_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://analyticsindiamag.com', 'title': 'Analytics India Magazine'}"
Why Nvidia Stock Soared in 2021 - The Motley Fool,Why Nvidia Stock Soared in 2021  The Motley Fool,2022-01-10,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIyLzAxLzEwL3doeS1udmlkaWEtc3RvY2stc29hcmVkLWluLTIwMjEv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}"
NVIDIA Vs Taiwan Semiconductor: Which Is The Better Semiconductor Stock? - Seeking Alpha,NVIDIA Vs Taiwan Semiconductor: Which Is The Better Semiconductor Stock?  Seeking Alpha,2022-01-10,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vc2Vla2luZ2FscGhhLmNvbS9hcnRpY2xlLzQ0Nzg1MDYtbnZpZGlhLXZzLXRhaXdhbi1zZW1pY29uZHVjdG9yLXN0b2Nr0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://seekingalpha.com', 'title': 'Seeking Alpha'}"
Flux Crypto Turns Up Web 3.0 Development With Nvidia Partnership - Yahoo Finance,Flux Crypto Turns Up Web 3.0 Development With Nvidia Partnership  Yahoo Finance,2022-01-10,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9mbHV4LWNyeXB0by10dXJucy0zLTAtMTU0NjEzMTEyLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
Flux Crypto Turns Up Web 3.0 Development With Nvidia Partnership - InvestorPlace,Flux Crypto Turns Up Web 3.0 Development With Nvidia Partnership  InvestorPlace,2022-01-10,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vaW52ZXN0b3JwbGFjZS5jb20vMjAyMi8wMS9mbHV4LWNyeXB0by10dXJucy11cC13ZWItMy0wLWRldmVsb3BtZW50LXdpdGgtbnZpZGlhLXBhcnRuZXJzaGlwL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://investorplace.com', 'title': 'InvestorPlace'}"
AMD Stock Price Alert: Buy the Dip Opportunity Is Here - TheStreet,AMD Stock Price Alert: Buy the Dip Opportunity Is Here  TheStreet,2022-01-10,https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LnRoZXN0cmVldC5jb20vaW52ZXN0aW5nL2J1eS10aGUtZGlwLWluLWFtZC1zdG9jay1ub3fSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.thestreet.com', 'title': 'TheStreet'}"
Should You Invest in the VanEck Semiconductor ETF (SMH)? - Yahoo Singapore News,Should You Invest in the VanEck Semiconductor ETF (SMH)?  Yahoo Singapore News,2022-01-10,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vc2cubmV3cy55YWhvby5jb20vaW52ZXN0LXZhbmVjay1zZW1pY29uZHVjdG9yLWV0Zi1zbWgtMTEyMDExOTI0Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://sg.news.yahoo.com', 'title': 'Yahoo Singapore News'}"
Forecast Of The Day: Nvidia's GPU Revenue - Trefis,Forecast Of The Day: Nvidia's GPU Revenue  Trefis,2022-01-11,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LnRyZWZpcy5jb20vc3RvY2svbnZkYS9hcnRpY2xlcy81MzI3MTIvY29tcGFueS1vZi10aGUtZGF5LW52aWRpYXMtZ3B1LXJldmVudWUvMjAyMi0wMS0xMdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.trefis.com', 'title': 'Trefis'}"
Why Nvidia Stock Soared in 2021 - The Motley Fool,Why Nvidia Stock Soared in 2021  The Motley Fool,2022-01-10,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmZvb2wuY29tL2ludmVzdGluZy8yMDIyLzAxLzEwL3doeS1udmlkaWEtc3RvY2stc29hcmVkLWluLTIwMjEv0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.fool.com', 'title': 'The Motley Fool'}"
NVIDIA Vs Taiwan Semiconductor: Which Is The Better Semiconductor Stock? - Seeking Alpha,NVIDIA Vs Taiwan Semiconductor: Which Is The Better Semiconductor Stock?  Seeking Alpha,2022-01-10,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vc2Vla2luZ2FscGhhLmNvbS9hcnRpY2xlLzQ0Nzg1MDYtbnZpZGlhLXZzLXRhaXdhbi1zZW1pY29uZHVjdG9yLXN0b2Nr0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://seekingalpha.com', 'title': 'Seeking Alpha'}"
Flux Crypto Turns Up Web 3.0 Development With Nvidia Partnership - Yahoo Finance,Flux Crypto Turns Up Web 3.0 Development With Nvidia Partnership  Yahoo Finance,2022-01-10,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9mbHV4LWNyeXB0by10dXJucy0zLTAtMTU0NjEzMTEyLmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
Flux Crypto Turns Up Web 3.0 Development With Nvidia Partnership - InvestorPlace,Flux Crypto Turns Up Web 3.0 Development With Nvidia Partnership  InvestorPlace,2022-01-10,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vaW52ZXN0b3JwbGFjZS5jb20vMjAyMi8wMS9mbHV4LWNyeXB0by10dXJucy11cC13ZWItMy0wLWRldmVsb3BtZW50LXdpdGgtbnZpZGlhLXBhcnRuZXJzaGlwL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://investorplace.com', 'title': 'InvestorPlace'}"
Forecast Of The Day: Nvidia's GPU Revenue - Trefis,Forecast Of The Day: Nvidia's GPU Revenue  Trefis,2022-01-11,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vd3d3LnRyZWZpcy5jb20vc3RvY2svbnZkYS9hcnRpY2xlcy81MzI3MTIvY29tcGFueS1vZi10aGUtZGF5LW52aWRpYXMtZ3B1LXJldmVudWUvMjAyMi0wMS0xMdIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.trefis.com', 'title': 'Trefis'}"
NVIDIA Stock: The Next Trillion-Dollar Company? - TheStreet,NVIDIA Stock: The Next Trillion-Dollar Company?  TheStreet,2022-01-12,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnRoZXN0cmVldC5jb20vbWVtZXN0b2Nrcy9yZWRkaXQtdHJlbmRzL252aWRpYS1zdG9jay10aGUtbmV4dC10cmlsbGlvbi1kb2xsYXItY29tcGFuedIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.thestreet.com', 'title': 'TheStreet'}"
"The Top 10 Best-Performing Stocks of 2021: MRNA, F, NVDA - InvestorPlace","The Top 10 Best-Performing Stocks of 2021: MRNA, F, NVDA  InvestorPlace",2022-01-12,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vaW52ZXN0b3JwbGFjZS5jb20vMjAyMi8wMS90aGUtdG9wLTEwLWJlc3QtcGVyZm9ybWluZy1zdG9ja3Mtb2YtMjAyMS_SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://investorplace.com', 'title': 'InvestorPlace'}"
Nvidia and Arm fight back as U.K. competition regulator considers blocking deal - CNBC,Nvidia and Arm fight back as U.K. competition regulator considers blocking deal  CNBC,2022-01-11,https://news.google.com/rss/articles/CBMiaWh0dHBzOi8vd3d3LmNuYmMuY29tLzIwMjIvMDEvMTEvbnZpZGlhLWFybS1kZWFsLWNoaXBtYWtlcnMtZmlnaHQtYmFjay1hcy1jbWEtY29uc2lkZXJzLWJsb2NraW5nLWRlYWwuaHRtbNIBbWh0dHBzOi8vd3d3LmNuYmMuY29tL2FtcC8yMDIyLzAxLzExL252aWRpYS1hcm0tZGVhbC1jaGlwbWFrZXJzLWZpZ2h0LWJhY2stYXMtY21hLWNvbnNpZGVycy1ibG9ja2luZy1kZWFsLmh0bWw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.cnbc.com', 'title': 'CNBC'}"
Indore: 200 + fined for using modified bike silencer - Free Press Journal,Indore: 200 + fined for using modified bike silencer  Free Press Journal,2022-01-12,https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LmZyZWVwcmVzc2pvdXJuYWwuaW4vaW5kb3JlL2luZG9yZS0yMDAtZmluZWQtZm9yLXVzaW5nbW9kaWZpZWQtYmlrZS1zaWxlbmNlctIBW2h0dHBzOi8vd3d3LmZyZWVwcmVzc2pvdXJuYWwuaW4vYW1wL2luZG9yZS9pbmRvcmUtMjAwLWZpbmVkLWZvci11c2luZ21vZGlmaWVkLWJpa2Utc2lsZW5jZXI?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.freepressjournal.in', 'title': 'Free Press Journal'}"
"Nvidia Could Be the Stock of the Decade, so Make the Most of Its Pullback - Yahoo Finance","Nvidia Could Be the Stock of the Decade, so Make the Most of Its Pullback  Yahoo Finance",2022-01-13,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9udmlkaWEtY291bGQtc3RvY2stZGVjYWRlLW1vc3QtMjAwNjA5MjU1Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}"
