title,description,published date,url,publisher,sentiment_score,sentiment_probs
This Apple Co-Founder Sold His Stake For $800: How Much Would It Be Worth Now? - Apple (NASDAQ:AAPL) - Benzinga,This Apple Co-Founder Sold His Stake For $800: How Much Would It Be Worth Now? - Apple (NASDAQ:AAPL)  Benzinga,2022-01-07,https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5iZW56aW5nYS5jb20vZ2VuZXJhbC9tb3ZlcnMtc2hha2Vycy8yMi8wMS8yNDkwNjk3MS90aGlzLWFwcGxlLWNvLWZvdW5kZXItc29sZC1oaXMtc3Rha2UtZm9yLTgwMC1ob3ctbXVjaC13b3VsZC1pdC1iZS13b3J0aC1ub3fSAS1odHRwczovL3d3dy5iZW56aW5nYS5jb20vYW1wL2NvbnRlbnQvMjQ5MDY5NzE?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.benzinga.com', 'title': 'Benzinga'}",1.0,"[[0.00012410845374688506, 0.9995734095573425, 0.00030245850211940706]]"
"Apple: Strong Demand Bodes Well for 2022, Says Top Analyst - Yahoo Finance","Apple: Strong Demand Bodes Well for 2022, Says Top Analyst  Yahoo Finance",2022-01-07,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9hcHBsZS1zdHJvbmctZGVtYW5kLWJvZGVzLXdlbGwtMTgxNzQzMjE1Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",2.0,"[[0.00023530320322606713, 0.00019607348076533526, 0.9995686411857605]]"
Apple's Tim Cook Made $100 Million. He's Not Close to Being the Wealthiest CEO. - Barron's,Apple's Tim Cook Made $100 Million. He's Not Close to Being the Wealthiest CEO.  Barron's,2022-01-07,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vd3d3LmJhcnJvbnMuY29tL2FydGljbGVzL2FwcGxlLWNlby10aW0tY29vay1wYXktNTE2NDE1NjEwNDHSAUdodHRwczovL3d3dy5iYXJyb25zLmNvbS9hbXAvYXJ0aWNsZXMvYXBwbGUtY2VvLXRpbS1jb29rLXBheS01MTY0MTU2MTA0MQ?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.barrons.com', 'title': ""Barron's""}",1.0,"[[9.13305557332933e-05, 0.999854326248169, 5.428259464679286e-05]]"
Tim Cook Is Officially a Billionaire After a 500% Pay Raise in 2021 - Observer,Tim Cook Is Officially a Billionaire After a 500% Pay Raise in 2021  Observer,2022-01-07,https://news.google.com/rss/articles/CBMiSWh0dHBzOi8vb2JzZXJ2ZXIuY29tLzIwMjIvMDEvYXBwbGUtY2VvLXRpbS1jb29rLTIwMjEtcGF5LXJhaXNlLW5ldC13b3J0aC_SAU1odHRwczovL29ic2VydmVyLmNvbS8yMDIyLzAxL2FwcGxlLWNlby10aW0tY29vay0yMDIxLXBheS1yYWlzZS1uZXQtd29ydGgvYW1wLw?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://observer.com', 'title': 'Observer'}",2.0,"[[0.0001895028108265251, 0.0002993991074617952, 0.9995111227035522]]"
Folding phones a passing fad? Apple is right to wonder - 9to5Mac,Folding phones a passing fad? Apple is right to wonder  9to5Mac,2022-01-07,https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vOXRvNW1hYy5jb20vMjAyMi8wMS8wNy9mb2xkaW5nLXBob25lcy1hLXBhc3NpbmctZmFkL9IBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://9to5mac.com', 'title': '9to5Mac'}",1.0,"[[0.002010151743888855, 0.9762065410614014, 0.02178334817290306]]"
What iPod inventor Tony Fadell says he learned from Steve Jobs - Yahoo Finance,What iPod inventor Tony Fadell says he learned from Steve Jobs  Yahoo Finance,2022-01-06,https://news.google.com/rss/articles/CBMibWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy93aGF0LWktcG9kLWludmVudG9yLXRvbnktZmFkZWxsLXNheXMtaGUtbGVhcm5lZC1mcm9tLXN0ZXZlLWpvYnMtMTQ0NDQ4NzQ1Lmh0bWzSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",1.0,"[[0.00033091488876380026, 0.9968622922897339, 0.002806862583383918]]"
People need to spend 'more time fixing the climate' than 'getting into the metaverse': iPod inventor - Yahoo Singapore News,People need to spend 'more time fixing the climate' than 'getting into the metaverse': iPod inventor  Yahoo Singapore News,2022-01-07,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vc2cubmV3cy55YWhvby5jb20vaS1wb2QtaW52ZW50b3ItdG9ueS1mYWRlbGwtb24tbWV0YXZlcnNlLTE0NDQ0MjkwMi5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://sg.news.yahoo.com', 'title': 'Yahoo Singapore News'}",0.0,"[[0.9189796447753906, 0.0743829756975174, 0.006637309677898884]]"
Apple (AAPL) Rumored to Launch New iPhone SE in Upcoming Event - Yahoo Finance,Apple (AAPL) Rumored to Launch New iPhone SE in Upcoming Event  Yahoo Finance,2022-01-10,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9hcHBsZS1hYXBsLXJ1bW9yZWQtbGF1bmNoLWlwaG9uZS0xNTIxMDMzNTAuaHRtbNIBAA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",1.0,"[[0.00023054303892422467, 0.9986680746078491, 0.00110144994687289]]"
Finding the next Apple (AAPL): unicorns that can go stellar - Capital.com,Finding the next Apple (AAPL): unicorns that can go stellar  Capital.com,2022-01-11,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vY2FwaXRhbC5jb20vZmluZGluZy10aGUtbmV4dC1hcHBsZS1hYXBsLXVuaWNvcm5zLXRoYXQtY2FuLWdvLXN0ZWxsYXLSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://capital.com', 'title': 'Capital.com'}",1.0,"[[0.00037686925497837365, 0.9543598890304565, 0.04526326060295105]]"
US stock market news [Video] - FXStreet,US stock market news [Video]  FXStreet,2022-01-10,https://news.google.com/rss/articles/CBMiRWh0dHBzOi8vd3d3LmZ4c3RyZWV0LmNvbS9uZXdzL3VzLXN0b2NrLW1hcmtldC1uZXdzLXZpZGVvLTIwMjIwMTEwMjI0MdIBSWh0dHBzOi8vd3d3LmZ4c3RyZWV0LmNvbS9hbXAvbmV3cy91cy1zdG9jay1tYXJrZXQtbmV3cy12aWRlby0yMDIyMDExMDIyNDE?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.fxstreet.com', 'title': 'FXStreet'}",1.0,"[[0.0001359427988063544, 0.9998075366020203, 5.6577540817670524e-05]]"
"Apple Rivals Microsoft, Blackberry, Nokia Laughed At iPhone, Shrugged It Off And Flung It To The Ground A - Benzinga","Apple Rivals Microsoft, Blackberry, Nokia Laughed At iPhone, Shrugged It Off And Flung It To The Ground A  Benzinga",2022-01-10,https://news.google.com/rss/articles/CBMikQFodHRwczovL3d3dy5iZW56aW5nYS5jb20vbmV3cy8yMi8wMS8yNDk2MzQxMi9hcHBsZS1yaXZhbHMtbWljcm9zb2Z0LWJsYWNrYmVycnktbm9raWEtbGF1Z2hlZC1hdC1pcGhvbmUtc2hydWdnZWQtaXQtb2ZmLWFuZC1mbHVuZy1pdC10by10aGUtZ3JvdW5k0gEtaHR0cHM6Ly93d3cuYmVuemluZ2EuY29tL2FtcC9jb250ZW50LzI0OTYzNDEy?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.benzinga.com', 'title': 'Benzinga'}",1.0,"[[0.00011954179353779182, 0.9994762539863586, 0.00040423384052701294]]"
Why is everyone playing Wordle? The daily word puzzle is quickly going viral - MarketWatch,Why is everyone playing Wordle? The daily word puzzle is quickly going viral  MarketWatch,2022-01-11,https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vc3Rvcnkvd2hhdHMtYmVoaW5kLXRoZS1zdWNjZXNzLW9mLXdvcmRsZS1zb21lLXNheS1pdHMtdGhlLWZyZWUtZGFpbHktd29yZC1wdXp6bGVzLWFudGktZ2FtZS1hcHByb2FjaC0xMTY0MTkyOTY3NdIBkAFodHRwczovL3d3dy5tYXJrZXR3YXRjaC5jb20vYW1wL3N0b3J5L3doYXRzLWJlaGluZC10aGUtc3VjY2Vzcy1vZi13b3JkbGUtc29tZS1zYXktaXRzLXRoZS1mcmVlLWRhaWx5LXdvcmQtcHV6emxlcy1hbnRpLWdhbWUtYXBwcm9hY2gtMTE2NDE5Mjk2NzU?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.marketwatch.com', 'title': 'MarketWatch'}",1.0,"[[8.181684097507969e-05, 0.9998383522033691, 7.984902913449332e-05]]"
Apple is still bigger than all these companies combined - Yahoo Finance,Apple is still bigger than all these companies combined  Yahoo Finance,2022-01-10,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9hcHBsZS1pcy1zdGlsbC1iaWdnZXItdGhhbi1hbGwtdGhlc2UtY29tcGFuaWVzLWNvbWJpbmVkLTIyMDQzNTkwMC5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",1.0,"[[0.00042099662823602557, 0.9848623275756836, 0.014716694131493568]]"
Apple's Tim Cook made $98M in 2021 - how that compares to other tech CEOs - Yahoo Finance,Apple's Tim Cook made $98M in 2021 - how that compares to other tech CEOs  Yahoo Finance,2022-01-11,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9hcHBsZS10aW0tY29vay1jb21wZW5zYXRpb24tb3RoZXItdGVjaC1jZW9zLTE2NTUyMTExMi5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",1.0,"[[0.0004020618216600269, 0.9800633192062378, 0.01953461579978466]]"
Finding the next Apple (AAPL): unicorns that can go stellar - Capital.com,Finding the next Apple (AAPL): unicorns that can go stellar  Capital.com,2022-01-11,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vY2FwaXRhbC5jb20vZmluZGluZy10aGUtbmV4dC1hcHBsZS1hYXBsLXVuaWNvcm5zLXRoYXQtY2FuLWdvLXN0ZWxsYXLSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://capital.com', 'title': 'Capital.com'}",1.0,"[[0.00037686925497837365, 0.9543598890304565, 0.04526326060295105]]"
Apple Stock: The Growth Story Goes On (NASDAQ:AAPL) - Seeking Alpha,Apple Stock: The Growth Story Goes On (NASDAQ:AAPL)  Seeking Alpha,2022-01-12,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vc2Vla2luZ2FscGhhLmNvbS9hcnRpY2xlLzQ0NzkxOTktYXBwbGUtZ3Jvd3RoLXN0b3J5LWdvZXMtb27SAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://seekingalpha.com', 'title': 'Seeking Alpha'}",1.0,"[[6.706020940328017e-05, 0.9997642636299133, 0.0001687144540483132]]"
Microsoft Hires Key Apple Engineer to Work on Custom Chips - Bloomberg,Microsoft Hires Key Apple Engineer to Work on Custom Chips  Bloomberg,2022-01-12,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIyLTAxLTEyL21pY3Jvc29mdC1yZWNydWl0cy1rZXktYXBwbGUtZW5naW5lZXItdG8td29yay1vbi1jdXN0b20tY2hpcHPSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.bloomberg.com', 'title': 'Bloomberg'}",1.0,"[[7.14893831172958e-05, 0.9998719692230225, 5.6550008594058454e-05]]"
Apple's Tim Cook made $98M in 2021 - how that compares to other tech CEOs - Yahoo Finance,Apple's Tim Cook made $98M in 2021 - how that compares to other tech CEOs  Yahoo Finance,2022-01-11,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9hcHBsZS10aW0tY29vay1jb21wZW5zYXRpb24tb3RoZXItdGVjaC1jZW9zLTE2NTUyMTExMi5odG1s0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://finance.yahoo.com', 'title': 'Yahoo Finance'}",1.0,"[[0.0004020618216600269, 0.9800633192062378, 0.01953461579978466]]"
"EXCLUSIVE: Unusual Whales Creates 'Nancy Pelosi ETF' So You Can Track Her Trades - Apple (NASDAQ:AAPL), A - Benzinga","EXCLUSIVE: Unusual Whales Creates 'Nancy Pelosi ETF' So You Can Track Her Trades - Apple (NASDAQ:AAPL), A  Benzinga",2022-01-12,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3LmJlbnppbmdhLmNvbS9uZXdzLzIyLzAxLzI1MDE1NTk2L2V4Y2x1c2l2ZS11bnVzdWFsLXdoYWxlcy1jcmVhdGVzLW5hbmN5LXBlbG9zaS1ldGYtc28teW91LWNhbi10cmFjay1oZXItdHJhZGVz0gEtaHR0cHM6Ly93d3cuYmVuemluZ2EuY29tL2FtcC9jb250ZW50LzI1MDE1NTk2?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://www.benzinga.com', 'title': 'Benzinga'}",1.0,"[[9.328102896688506e-05, 0.999794065952301, 0.00011264422937529162]]"
OS X El Capitan - AppleInsider,OS X El Capitan  AppleInsider,2022-01-12,https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9pbnNpZGUvb3MteC1lbC1jYXBpdGFu0gEA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://appleinsider.com', 'title': 'AppleInsider'}",2.0,"[[0.00022300104319583625, 0.004818127490580082, 0.9949589371681213]]"
"Apple gains market share, as Macs grow twice the rate of PCs in Q4 (NASDAQ:AAPL) - Seeking Alpha","Apple gains market share, as Macs grow twice the rate of PCs in Q4 (NASDAQ:AAPL)  Seeking Alpha",2022-01-12,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vc2Vla2luZ2FscGhhLmNvbS9uZXdzLzM3ODc1ODEtYXBwbGUtZ2FpbnMtbWFya2V0LXNoYXJlLWFzLW1hY3MtZ3Jvdy10d2ljZS10aGUtcmF0ZS1vZi1wY3MtaW4tcTTSAQA?oc=5&hl=en-US&gl=US&ceid=US:en,"{'href': 'https://seekingalpha.com', 'title': 'Seeking Alpha'}",2.0,"[[0.00015812914352864027, 0.00014550168998539448, 0.9996963739395142]]"
